"","s","S","F","R","RT"
"2674","7","s2","load1","r2",1.011
"2675","7","s2","load1","r2",1.258
"2676","7","s1","load1","r2",0.998
"2677","7","s2","load1","r1",1.695
"2678","7","s1","load1","r1",0.991
"2679","7","s1","load1","r1",2.297
"2680","7","s1","load1","r2",1.815
"2681","7","s2","load1","r2",1.411
"2682","7","s1","load1","r1",1.443
"2683","7","s2","load1","r1",1.69
"2684","7","s1","load1","r1",1.523
"2685","7","s2","load1","r1",1.226
"2686","7","s1","load1","r2",2.43
"2687","7","s2","load1","r1",0.909
"2688","7","s1","load0","r2",0.978
"2689","7","s1","load0","r2",0.62
"2690","7","s1","load0","r2",0.673
"2691","7","s1","load0","r1",1.045
"2692","7","s2","load0","r2",0.775
"2693","7","s2","load0","r2",0.554
"2694","7","s1","load0","r1",0.899
"2695","7","s1","load0","r1",0.875
"2696","7","s1","load0","r1",1.061
"2697","7","s1","load0","r1",1.181
"2698","7","s1","load0","r1",0.825
"2699","7","s2","load0","r2",1.298
"2700","7","s2","load0","r2",1.188
"2701","7","s1","load0","r2",0.676
"2702","7","s1","load0","r2",0.575
"2703","7","s1","load0","r1",0.937
"2704","7","s2","load0","r2",1.79
"2705","7","s2","load0","r2",2.218
"2706","7","s1","load0","r1",1.614
"2707","7","s1","load0","r1",1.523
"2708","7","s1","load0","r1",1.166
"2709","7","s2","load0","r2",0.887
"2710","7","s1","load0","r1",0.533
"2711","7","s2","load0","r1",1.432
"2712","7","s1","load0","r1",0.592
"2713","7","s2","load1","r1",1.67
"2714","7","s1","load1","r1",1.693
"2715","7","s1","load1","r1",1.033
"2716","7","s2","load1","r1",2.558
"2717","7","s2","load1","r1",1.346
"2718","7","s1","load1","r1",0.851
"2719","7","s1","load1","r1",1.873
"2720","7","s2","load1","r2",1.289
"2721","7","s2","load1","r2",2.008
"2722","7","s2","load1","r2",1.509
"2723","7","s1","load1","r1",1.359
"2724","7","s1","load1","r1",1.043
"2725","7","s1","load1","r1",1.193
"2726","7","s2","load1","r1",0.909
"2727","7","s1","load1","r1",0.837
"2728","7","s2","load1","r1",1.203
"2729","7","s1","load1","r1",1.046
"2730","7","s2","load1","r2",1.32
"2731","7","s1","load1","r1",1.474
"2732","7","s1","load1","r2",2.392
"2733","7","s1","load1","r1",1.54
"2734","7","s2","load1","r2",2.28
"2735","7","s1","load0","r1",1.299
"2736","7","s2","load0","r2",0.607
"2737","7","s2","load0","r2",1.185
"2738","7","s1","load0","r1",0.893
"2739","7","s2","load0","r2",1.757
"2740","7","s1","load0","r1",0.766
"2741","7","s1","load0","r1",0.796
"2742","7","s1","load0","r1",0.636
"2743","7","s1","load0","r1",0.653
"2744","7","s1","load0","r2",1.147
"2745","7","s2","load0","r2",1.255
"2746","7","s1","load0","r1",0.707
"2747","7","s2","load0","r2",0.795
"2748","7","s2","load0","r2",0.654
"2749","7","s1","load0","r2",1.159
"2750","7","s1","load0","r1",1.083
"2751","7","s1","load0","r1",1.121
"2752","7","s2","load0","r1",0.944
"2753","7","s2","load0","r1",0.712
"2754","7","s2","load0","r1",0.76
"2755","7","s1","load0","r2",1.781
"2756","7","s1","load0","r2",1.108
"2757","7","s2","load0","r2",1.242
"2758","7","s1","load0","r1",0.866
"2759","7","s2","load0","r1",0.961
"2760","7","s2","load1","r2",1.589
"2761","7","s1","load1","r2",1.728
"2762","7","s1","load1","r2",1.745
"2763","7","s2","load1","r2",1.324
"2764","7","s1","load1","r1",1.23
"2765","7","s2","load1","r2",1.988
"2766","7","s1","load1","r1",1.291
"2767","7","s2","load1","r2",1.347
"2768","7","s2","load1","r2",1.532
"2769","7","s1","load1","r2",1.633
"2770","7","s2","load1","r2",1.283
"2771","7","s2","load1","r1",2.161
"2772","7","s2","load1","r1",1.525
"2773","7","s1","load1","r1",2.678
"2774","7","s2","load1","r2",1.288
"2775","7","s1","load1","r2",1.615
"2776","7","s1","load1","r2",3.032
"2777","7","s1","load1","r2",1.179
"2778","7","s2","load1","r2",1.364
"2779","7","s1","load1","r1",1.791
"2780","7","s1","load1","r1",1.893
"2781","7","s2","load1","r1",0.669
"2782","7","s2","load1","r1",1.118
"2783","7","s2","load1","r2",0.966
"2784","7","s2","load0","r2",0.632
"2785","7","s2","load0","r2",0.652
"2786","7","s2","load0","r2",1.136
"2787","7","s2","load0","r2",0.608
"2788","7","s2","load0","r2",0.657
"2789","7","s1","load0","r1",1.053
"2790","7","s2","load0","r2",1.272
"2791","7","s2","load0","r2",1.409
"2792","7","s1","load0","r2",1.727
"2793","7","s2","load0","r2",1.032
"2794","7","s2","load0","r2",1.066
"2795","7","s2","load0","r2",1.755
"2796","7","s1","load0","r1",1.148
"2797","7","s2","load0","r1",0.601
"2798","7","s2","load0","r1",1.083
"2799","7","s1","load0","r1",0.842
"2800","7","s2","load0","r2",0.66
"2801","7","s1","load0","r1",0.702
"2802","7","s1","load0","r2",1.584
"2803","7","s2","load0","r2",1.037
"2804","7","s1","load0","r2",0.749
"2805","7","s2","load0","r2",0.84
"2806","7","s2","load0","r2",0.865
"2807","7","s2","load0","r2",1.628
"2808","7","s1","load0","r2",1.04
"2809","7","s1","load0","r2",0.732
"2810","7","s2","load1","r2",1.356
"2811","7","s2","load1","r2",1.079
"2812","7","s2","load1","r2",0.849
"2813","7","s1","load1","r2",0.729
"2814","7","s1","load1","r1",1.467
"2815","7","s1","load1","r1",1.064
"2816","7","s2","load1","r1",1.07
"2817","7","s1","load1","r1",1.532
"2818","7","s2","load1","r2",1.346
"2819","7","s2","load1","r2",2.859
"2820","7","s2","load1","r2",1.204
"2821","7","s2","load1","r2",0.893
"2822","7","s2","load1","r1",1.242
"2823","7","s1","load1","r1",1.148
"2824","7","s1","load1","r1",0.83
"2825","7","s1","load1","r1",1.401
"2826","7","s2","load1","r2",1.131
"2827","7","s2","load1","r2",1.604
"2828","7","s2","load1","r1",1.092
"2829","7","s2","load1","r2",1.01
"2830","7","s1","load1","r1",1.407
"2831","7","s2","load1","r2",1.729
"2832","7","s2","load1","r2",0.95
"2833","7","s2","load1","r2",0.711
"2834","7","s1","load1","r1",1.312
"2835","7","s1","load0","r1",1.204
"2836","7","s1","load0","r1",0.778
"2837","7","s2","load0","r2",0.786
"2838","7","s2","load0","r2",1.092
"2839","7","s2","load0","r2",1.684
"2840","7","s2","load0","r2",1.028
"2841","7","s1","load0","r2",1.665
"2842","7","s1","load0","r2",1.454
"2843","7","s2","load0","r2",1.296
"2844","7","s2","load0","r2",1.147
"2845","7","s1","load0","r1",1.22
"2846","8","s1","load0","r1",1.044
"2847","8","s1","load0","r2",1.088
"2848","8","s1","load0","r2",0.916
"2849","8","s1","load0","r2",0.663
"2850","8","s2","load0","r2",0.692
"2851","8","s2","load0","r1",0.501
"2852","8","s1","load0","r2",0.522
"2853","8","s1","load0","r1",0.934
"2854","8","s1","load0","r1",0.804
"2855","8","s1","load0","r1",0.64
"2856","8","s2","load0","r2",0.658
"2857","8","s1","load0","r2",0.782
"2858","8","s2","load0","r2",0.642
"2859","8","s2","load1","r1",1.062
"2860","8","s2","load1","r2",1.107
"2861","8","s2","load1","r2",0.896
"2862","8","s2","load1","r2",1.08
"2863","8","s2","load1","r1",1.358
"2864","8","s1","load1","r1",0.903
"2865","8","s2","load1","r2",0.827
"2866","8","s2","load1","r2",0.844
"2867","8","s2","load1","r2",1.199
"2868","8","s1","load1","r1",0.601
"2869","8","s1","load1","r1",0.969
"2870","8","s1","load1","r1",0.421
"2871","8","s1","load1","r1",0.985
"2872","8","s2","load1","r2",0.766
"2873","8","s2","load1","r2",0.938
"2874","8","s2","load1","r2",0.633
"2875","8","s1","load1","r2",0.91
"2876","8","s1","load1","r2",0.966
"2877","8","s2","load1","r2",0.912
"2878","8","s1","load1","r1",3.542
"2879","8","s2","load1","r2",1.237
"2880","8","s1","load1","r1",0.644
"2881","8","s1","load1","r1",0.859
"2882","8","s1","load1","r1",1.088
"2883","8","s2","load1","r1",1.504
"2884","8","s1","load1","r1",1.104
"2885","8","s1","load1","r1",1.141
"2886","8","s2","load1","r2",0.742
"2887","8","s1","load1","r2",0.91
"2888","8","s1","load1","r1",1.349
"2889","8","s1","load1","r1",1.459
"2890","8","s2","load1","r2",0.735
"2891","8","s2","load1","r2",0.979
"2892","8","s2","load1","r2",0.841
"2893","8","s1","load1","r1",0.836
"2894","8","s2","load0","r2",0.896
"2895","8","s2","load0","r2",1.009
"2896","8","s2","load0","r2",0.54
"2897","8","s1","load0","r1",0.822
"2898","8","s1","load0","r1",0.805
"2899","8","s1","load0","r1",0.623
"2900","8","s2","load0","r2",0.756
"2901","8","s2","load0","r1",0.827
"2902","8","s1","load0","r1",0.725
"2903","8","s2","load0","r2",0.983
"2904","8","s2","load0","r1",0.972
"2905","8","s2","load0","r1",1.008
"2906","8","s2","load0","r2",1.624
"2907","8","s2","load0","r2",0.855
"2908","8","s2","load0","r2",0.749
"2909","8","s1","load0","r1",0.437
"2910","8","s2","load0","r2",0.747
"2911","8","s1","load0","r1",0.815
"2912","8","s1","load0","r1",0.59
"2913","8","s2","load0","r2",0.601
"2914","8","s1","load0","r1",0.942
"2915","8","s2","load0","r2",0.86
"2916","8","s2","load0","r2",0.675
"2917","8","s2","load0","r2",1.076
"2918","8","s1","load0","r1",0.578
"2919","8","s1","load0","r1",0.782
"2920","8","s1","load1","r1",1.143
"2921","8","s1","load1","r1",1.054
"2922","8","s1","load1","r1",0.718
"2923","8","s1","load1","r1",1.047
"2924","8","s2","load1","r2",0.892
"2925","8","s2","load1","r2",1.255
"2926","8","s1","load1","r1",0.992
"2927","8","s1","load1","r1",1.152
"2928","8","s1","load1","r1",1.286
"2929","8","s1","load1","r1",0.81
"2930","8","s2","load1","r2",1.043
"2931","8","s2","load1","r1",1.599
"2932","8","s1","load1","r1",1.041
"2933","8","s1","load1","r1",0.71
"2934","8","s1","load1","r1",0.585
"2935","8","s1","load1","r1",1.553
"2936","8","s1","load1","r2",0.889
"2937","8","s2","load1","r2",0.651
"2938","8","s2","load1","r2",0.678
"2939","8","s1","load1","r1",1.119
"2940","8","s1","load1","r1",0.977
"2941","8","s1","load1","r1",1.189
"2942","8","s2","load1","r2",0.85
"2943","8","s1","load1","r2",0.708
"2944","8","s2","load1","r2",1.228
"2945","8","s2","load1","r2",0.678
"2946","8","s2","load0","r2",1.051
"2947","8","s1","load0","r1",1.017
"2948","8","s1","load0","r1",0.857
"2949","8","s1","load0","r1",0.843
"2950","8","s2","load0","r2",0.652
"2951","8","s2","load0","r2",1.108
"2952","8","s1","load0","r1",0.948
"2953","8","s2","load0","r2",0.687
"2954","8","s1","load0","r1",0.869
"2955","8","s2","load0","r2",1.549
"2956","8","s2","load0","r2",0.843
"2957","8","s1","load0","r1",0.693
"2958","8","s2","load0","r2",0.66
"2959","8","s2","load0","r2",0.992
"2960","8","s1","load0","r1",0.673
"2961","8","s1","load0","r1",0.838
"2962","8","s1","load0","r1",0.683
"2963","8","s2","load0","r2",0.814
"2964","8","s2","load0","r2",0.702
"2965","8","s1","load0","r1",0.668
"2966","8","s2","load0","r2",0.536
"2967","8","s2","load0","r2",0.865
"2968","8","s2","load0","r1",0.697
"2969","8","s2","load0","r1",1.913
"2970","8","s2","load0","r1",0.918
"2971","8","s2","load0","r1",0.682
"2972","8","s2","load1","r2",1.103
"2973","8","s2","load1","r2",1.271
"2974","8","s2","load1","r2",1.011
"2975","8","s2","load1","r2",1.424
"2976","8","s1","load1","r2",1.608
"2977","8","s1","load1","r1",0.733
"2978","8","s1","load1","r1",0.699
"2979","8","s2","load1","r2",0.832
"2980","8","s2","load1","r2",0.958
"2981","8","s2","load1","r2",1.278
"2982","8","s2","load1","r2",1.068
"2983","8","s2","load1","r1",1.218
"2984","8","s2","load1","r2",1.425
"2985","8","s2","load1","r2",1.107
"2986","8","s1","load1","r1",1.773
"2987","8","s1","load1","r1",0.92
"2988","8","s1","load1","r1",0.768
"2989","8","s1","load1","r2",1.145
"2990","8","s2","load1","r2",0.718
"2991","8","s1","load1","r1",1.099
"2992","8","s2","load1","r2",0.831
"2993","8","s2","load1","r2",1.073
"2994","8","s2","load1","r2",1.143
"2995","8","s1","load1","r1",0.762
"2996","8","s1","load1","r1",1.372
"2997","8","s1","load1","r1",0.857
"2998","8","s1","load1","r2",0.626
"2999","8","s1","load1","r1",0.776
"3000","8","s2","load0","r1",0.634
"3001","8","s1","load0","r1",0.688
"3002","8","s1","load0","r1",0.763
"3003","8","s1","load0","r1",0.804
"3004","8","s2","load0","r2",0.626
"3005","8","s2","load0","r2",1.753
"3006","8","s2","load0","r2",1.052
"3007","8","s1","load0","r1",0.65
"3008","8","s1","load0","r1",0.978
"3009","8","s2","load0","r2",0.806
"3010","8","s1","load0","r1",1.118
"3011","8","s2","load0","r1",0.746
"3012","8","s1","load0","r1",0.987
"3013","8","s1","load0","r1",0.849
"3014","8","s1","load0","r2",0.822
"3015","8","s2","load0","r2",0.823
"3016","8","s1","load0","r1",0.721
"3017","8","s2","load0","r2",0.739
"3018","8","s2","load0","r2",0.625
"3019","8","s2","load0","r2",0.949
"3020","8","s1","load0","r1",0.511
"3021","8","s1","load0","r1",0.725
"3022","8","s1","load0","r2",0.783
"3023","8","s1","load0","r1",1.076
"3024","8","s2","load0","r2",0.809
"3025","8","s2","load1","r2",0.986
"3026","8","s2","load1","r2",0.857
"3027","8","s2","load1","r2",1.027
"3028","8","s1","load1","r1",0.726
"3029","8","s2","load1","r2",1.234
"3030","8","s1","load1","r1",1.083
"3031","8","s1","load1","r1",1.196
"3032","8","s2","load1","r2",0.797
"3033","8","s2","load1","r2",0.794
"3034","8","s1","load1","r2",1.173
"3035","8","s2","load1","r2",0.975
"3036","8","s1","load1","r1",2.361
"3037","8","s1","load1","r1",1.094
"3038","8","s2","load1","r2",0.716
"3039","8","s1","load1","r1",0.779
"3040","8","s2","load1","r2",1.111
"3041","8","s1","load1","r2",0.787
"3042","8","s1","load1","r1",1.692
"3043","8","s2","load1","r2",1.001
"3044","8","s2","load1","r2",0.598
"3045","8","s2","load1","r2",1.287
"3046","8","s2","load1","r2",0.761
"3047","8","s2","load1","r2",1.77
"3048","8","s1","load1","r2",0.972
"3049","8","s2","load1","r1",0.776
"3050","8","s2","load1","r2",1.068
"3051","8","s2","load0","r2",1.302
"3052","8","s2","load0","r2",0.934
"3053","8","s1","load0","r1",0.777
"3054","8","s1","load0","r1",0.679
"3055","8","s2","load0","r2",0.701
"3056","8","s2","load0","r2",0.701
"3057","8","s2","load0","r2",0.713
"3058","8","s1","load0","r2",0.502
"3059","8","s1","load0","r1",0.561
"3060","8","s1","load0","r1",1.081
"3061","8","s2","load0","r1",0.763
"3062","8","s2","load0","r2",0.652
"3063","8","s2","load0","r2",0.889
"3064","8","s1","load0","r1",0.822
"3065","8","s2","load0","r2",1.137
"3066","8","s1","load0","r1",0.851
"3067","8","s2","load0","r1",0.535
"3068","8","s1","load0","r2",0.951
"3069","8","s2","load0","r2",0.563
"3070","8","s2","load0","r2",0.782
"3071","8","s2","load0","r2",0.594
"3072","8","s1","load0","r1",0.816
"3073","8","s1","load0","r1",0.807
"3074","8","s1","load0","r2",1.02
"3075","8","s1","load0","r1",0.927
"3076","8","s2","load0","r2",0.809
"3077","8","s1","load0","r2",1.589
"3078","8","s1","load0","r1",0.762
"3079","8","s2","load1","r2",1.228
"3080","8","s1","load1","r2",2.99
"3081","8","s1","load1","r1",1.461
"3082","8","s2","load1","r2",0.923
"3083","8","s2","load1","r2",1.105
"3084","8","s1","load1","r1",0.779
"3085","8","s2","load1","r2",0.968
"3086","8","s1","load1","r1",0.995
"3087","8","s2","load1","r2",0.946
"3088","8","s2","load1","r2",1.721
"3089","8","s1","load1","r1",1.575
"3090","8","s2","load1","r2",0.844
"3091","8","s2","load1","r2",1.368
"3092","8","s1","load1","r1",1.02
"3093","8","s2","load1","r2",1.824
"3094","8","s2","load1","r2",0.807
"3095","8","s1","load1","r2",1.074
"3096","8","s2","load1","r2",1.761
"3097","8","s2","load1","r2",0.852
"3098","8","s2","load1","r1",0.907
"3099","8","s2","load1","r2",1.363
"3100","8","s1","load1","r1",0.964
"3101","8","s2","load1","r2",1.768
"3102","8","s1","load1","r1",1.054
"3103","8","s2","load1","r2",0.856
"3104","8","s1","load1","r1",1.347
"3105","8","s1","load1","r2",0.922
"3106","8","s1","load1","r2",1.735
"3107","8","s2","load1","r2",0.868
"3108","8","s2","load1","r2",0.976
"3109","8","s1","load1","r2",1.101
"3110","8","s2","load0","r2",1.021
"3111","8","s1","load0","r2",0.963
"3112","8","s2","load0","r2",0.72
"3113","8","s1","load0","r1",0.62
"3114","8","s1","load0","r1",0.836
"3115","8","s2","load0","r2",0.526
"3116","8","s2","load0","r2",0.664
"3117","8","s2","load0","r2",0.674
"3118","8","s1","load0","r1",0.452
"3119","8","s1","load0","r2",0.586
"3120","8","s1","load0","r1",0.686
"3121","8","s2","load0","r2",1.023
"3122","8","s1","load0","r2",0.775
"3123","8","s2","load1","r2",0.94
"3124","8","s1","load1","r2",0.887
"3125","8","s1","load1","r1",0.746
"3126","8","s1","load1","r1",1.078
"3127","8","s2","load1","r2",0.875
"3128","8","s2","load1","r2",1.053
"3129","8","s2","load1","r2",0.825
"3130","8","s2","load1","r2",0.887
"3131","8","s1","load1","r1",0.854
"3132","8","s1","load1","r1",0.891
"3133","8","s2","load1","r2",0.986
"3134","8","s2","load1","r2",0.944
"3135","8","s2","load1","r2",0.939
"3136","8","s2","load1","r2",0.87
"3137","8","s2","load1","r2",0.571
"3138","8","s2","load1","r2",1.338
"3139","8","s1","load1","r2",1.02
"3140","8","s2","load1","r1",0.644
"3141","8","s2","load1","r2",1.078
"3142","8","s1","load1","r2",1.235
"3143","8","s1","load1","r2",0.764
"3144","8","s2","load1","r2",1.341
"3145","8","s2","load1","r2",1.075
"3146","8","s2","load1","r1",0.638
"3147","8","s1","load1","r1",1.752
"3148","8","s1","load1","r2",1.698
"3149","8","s1","load0","r1",0.645
"3150","8","s2","load0","r2",0.822
"3151","8","s2","load0","r2",0.815
"3152","8","s1","load0","r1",0.711
"3153","8","s1","load0","r2",0.603
"3154","8","s1","load0","r1",0.749
"3155","8","s1","load0","r1",0.695
"3156","8","s2","load0","r2",0.575
"3157","8","s1","load0","r1",0.942
"3158","8","s1","load0","r1",0.73
"3159","8","s2","load0","r1",1.184
"3160","8","s1","load0","r2",0.763
"3161","8","s1","load0","r1",0.852
"3162","8","s1","load0","r1",1
"3163","8","s2","load0","r2",0.624
"3164","8","s1","load0","r1",0.599
"3165","8","s1","load0","r2",0.791
"3166","8","s2","load0","r2",0.639
"3167","8","s1","load0","r1",0.807
"3168","8","s2","load0","r2",0.909
"3169","8","s2","load0","r2",0.689
"3170","8","s1","load0","r1",0.556
"3171","8","s2","load0","r2",0.592
"3172","8","s1","load0","r2",0.552
"3173","8","s2","load0","r2",0.685
"3174","8","s1","load1","r1",0.698
"3175","8","s1","load1","r1",0.986
"3176","8","s1","load1","r1",0.742
"3177","8","s1","load1","r2",1.468
"3178","8","s1","load1","r2",0.647
"3179","8","s2","load1","r2",0.937
"3180","8","s2","load1","r2",0.667
"3181","8","s2","load1","r1",1.081
"3182","8","s2","load1","r2",1.179
"3183","8","s1","load1","r1",0.703
"3184","8","s1","load1","r1",1.146
"3185","8","s2","load1","r2",0.944
"3186","8","s1","load1","r1",1.116
"3187","8","s1","load1","r1",0.866
"3188","8","s1","load1","r1",0.758
"3189","8","s1","load1","r2",1.099
"3190","8","s2","load1","r2",0.747
"3191","8","s2","load1","r2",0.897
"3192","8","s1","load1","r2",1.115
"3193","8","s1","load1","r2",0.855
"3194","8","s1","load1","r2",0.739
"3195","8","s1","load1","r1",0.859
"3196","8","s1","load1","r1",0.82
"3197","8","s2","load1","r2",0.962
"3198","8","s2","load0","r2",0.757
"3199","8","s2","load0","r2",0.574
"3200","8","s1","load0","r2",0.736
"3201","8","s2","load0","r2",0.648
"3202","8","s1","load0","r1",0.523
"3203","8","s1","load0","r2",0.702
"3204","8","s1","load0","r1",0.737
"3205","8","s2","load0","r2",0.607
"3206","8","s1","load0","r1",0.717
"3207","8","s2","load0","r2",0.557
"3208","8","s1","load0","r2",0.635
"3209","8","s1","load0","r2",0.887
"3210","8","s2","load0","r2",0.864
"3211","8","s1","load0","r1",0.7
"3212","8","s1","load0","r1",0.579
"3213","8","s2","load0","r2",0.899
"3214","8","s2","load0","r2",1.463
"3215","8","s2","load0","r2",1.454
"3216","8","s2","load0","r2",0.601
"3217","8","s2","load0","r2",0.604
"3218","8","s2","load0","r2",0.825
"3219","8","s1","load0","r2",0.625
"3220","8","s2","load0","r2",0.539
"3221","8","s1","load0","r2",0.727
"3222","8","s2","load0","r1",0.499
"3223","8","s2","load0","r1",0.438
"3224","8","s2","load0","r1",0.472
"3225","8","s1","load0","r1",0.679
"3226","8","s2","load0","r2",0.638
"3227","8","s2","load0","r1",0.85
